Žaidėjas,Data,Laikas,Lygis,Turnyras,Rezultatas,Oponentas
Blachu : Matches,2023-01-04,19:00 UTC,A3B-Tier,Ekstraklasa Games 2023 - Pro Regular Season,5 : 1,Bartas
Blachu : Matches,2023-01-03,19:30 UTC,A3B-Tier,Ekstraklasa Games 2023 - Pro Regular Season,2 : 7,milosz93
Blachu : Matches,2023-01-03,19:00 UTC,A3B-Tier,Ekstraklasa Games 2023 - Pro Regular Season, : ,milosz93
Blachu : Matches,2022-12-27,18:00 UTC,A5D-Tier,Eligella Cup #11,2 : 7,DullenMIKE
Blachu : Matches,2022-12-15,22:30 UTC,A5D-Tier,SAF Community Pro Cup #6,0 : 2,Deshe
Blachu : Matches,2022-12-15,22:00 UTC,A5D-Tier,SAF Community Pro Cup #6,3 : 1,Epixal7
Blachu : Matches,2022-12-15,21:30 UTC,A5D-Tier,SAF Community Pro Cup #6,5 : 2,Er_Caccia98
Blachu : Matches,2022-12-15,21:00 UTC,A5D-Tier,SAF Community Pro Cup #6,4 : 1,notPxgboom
Blachu : Matches,2022-06-30,17:00 UTC,A1S-Tier,FIFA 22 Global Series - Playoffs: Group Stage,3 : 5,Andonii
Blachu : Matches,2022-06-30,16:00 UTC,A1S-Tier,FIFA 22 Global Series - Playoffs: Group Stage,3 : 4,Karimisbak
Blachu : Matches,2022-06-30,15:00 UTC,A1S-Tier,FIFA 22 Global Series - Playoffs: Group Stage,7 : 3,Luke Bartolo
Blachu : Matches,2022-06-30,14:00 UTC,A1S-Tier,FIFA 22 Global Series - Playoffs: Group Stage,0 : 5,damie
Blachu : Matches,2022-06-30,13:00 UTC,A1S-Tier,FIFA 22 Global Series - Playoffs: Group Stage,2 : 1,Damesheet
Blachu : Matches,2022-04-10,,A3B-Tier,Ekstraklasa Games 2022 - Finals,2 : 0,Zalewskyy
Blachu : Matches,2022-04-10,,A3B-Tier,Ekstraklasa Games 2022 - Finals,2 : 1,Furman
Blachu : Matches,2022-04-10,,A3B-Tier,Ekstraklasa Games 2022 - Finals,2 : 3,Furman
Burak May : Matches,2024-11-06,18:15 UTC,A2A-Tier,Virtual Bundesliga 2024-25 - Club Championship South-East Division, : ,Limmero
Burak May : Matches,2024-10-31,19:30 UTC,A2A-Tier,Virtual Bundesliga 2024-25 - Club Championship South-East Division,1 : 2,Bxstip7
Burak May : Matches,2024-10-23,17:15 UTC,A2A-Tier,Virtual Bundesliga 2024-25 - Club Championship South-East Division,0 : 1,Serhatinho
Burak May : Matches,2024-03-28,20:00 UTC,A4C-Tier,DFB-ePOKAL 2024 - UT Series,8 : 9,Snakez
Burak May : Matches,2024-03-28,19:00 UTC,A4C-Tier,DFB-ePOKAL 2024 - UT Series,8 : 4,Agfut07
Burak May : Matches,2024-03-28,18:00 UTC,A4C-Tier,DFB-ePOKAL 2024 - UT Series,4 : 6,FurkyPlayz
Burak May : Matches,2024-03-06,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,2 : 3,Abdul
Burak May : Matches,2024-02-28,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,0 : 2,Adnan-Real
Burak May : Matches,2024-02-21,19:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,1 : 3,xCescoo
Burak May : Matches,2024-02-21,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,3 : 1,Milkalove
Burak May : Matches,2024-02-21,16:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,1 : 3,Bxstip7
Burak May : Matches,2024-02-14,19:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division, : ,NiklasRank
Burak May : Matches,2024-02-14,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,0 : 2,Ditmir
Burak May : Matches,2024-02-14,16:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,0 : 2,Amin
Burak May : Matches,2024-02-07,19:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,0 : 2,DAVE
Burak May : Matches,2024-02-07,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,2 : 3,Denii 10
Burak May : Matches,2024-02-07,16:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,1 : 2,Nickstar017
Burak May : Matches,2024-01-31,19:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,0 : 2,Epixal7
Burak May : Matches,2024-01-31,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,1 : 3,Umut
Burak May : Matches,2024-01-31,16:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division, : ,eyedin98
Burak May : Matches,2024-01-24,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division, : ,FurkyPlayz
Burak May : Matches,2024-01-24,16:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,0 : 2,Aymane
Burak May : Matches,2024-01-17,19:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division, : ,Abdul
Burak May : Matches,2024-01-17,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,2 : 1,Adnan-Real
Burak May : Matches,2024-01-17,16:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,0 : 2,xCescoo
Burak May : Matches,2024-01-10,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,1 : 2,Milkalove
Burak May : Matches,2023-12-13,19:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division, : ,Bxstip7
Burak May : Matches,2023-12-13,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,2 : 1,NiklasRank
Burak May : Matches,2023-12-13,16:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,0 : 2,Ditmir
Burak May : Matches,2023-12-06,19:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,2 : 1,Amin
Burak May : Matches,2023-12-06,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,0 : 2,DAVE
Burak May : Matches,2023-12-06,16:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,2 : 0,Denii 10
Burak May : Matches,2023-11-29,19:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,2 : 0,Nickstar017
Burak May : Matches,2023-11-29,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division, : ,Epixal7
Burak May : Matches,2023-11-29,16:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,3 : 1,Umut
Burak May : Matches,2023-11-22,19:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division, : ,eyedin98
Burak May : Matches,2023-11-22,16:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,1 : 2,FurkyPlayz
Burak May : Matches,2023-11-19,16:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship South-East Division,0 : 2,Aymane
Burak May : Matches,2023-10-21,11:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe East,0 : 6,Nokzyy
Burak May : Matches,2023-05-27,11:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,5 : 6,JistenNSQ
Burak May : Matches,2023-05-07,15:00 UTC,A2A-Tier,Virtual Bundesliga 2022-23 - Open Playoffs,1 : 9,caked-suitcase5
Burak May : Matches,2023-05-07,14:00 UTC,A2A-Tier,Virtual Bundesliga 2022-23 - Open Playoffs,2 : 7,Musti
Burak May : Matches,2023-05-07,13:00 UTC,A2A-Tier,Virtual Bundesliga 2022-23 - Open Playoffs,5 : 4,xLennyyy
Burak May : Matches,2023-04-30,11:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #4,4 : 6,EmreYilmaz
Burak May : Matches,2023-03-18,15:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #3,4 : 5,kossu72
Burak May : Matches,2023-03-18,13:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #3,7 : 4,brandsha
Burak May : Matches,2023-03-18,11:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #3,8 : 5,Anzinho
Burak May : Matches,2022-06-05,10:00 UTC,A2A-Tier,Virtual Bundesliga 2022 - Grand Final: Group Stage,2 : 4,Bassinho
Burak May : Matches,2022-06-04,18:30 UTC,A2A-Tier,Virtual Bundesliga 2022 - Grand Final: Group Stage,1 : 2,Gaucho10
Burak May : Matches,2022-06-04,17:30 UTC,A2A-Tier,Virtual Bundesliga 2022 - Grand Final: Group Stage,0 : 7,TheStrxngeR
Burak May : Matches,2022-06-04,16:15 UTC,A2A-Tier,Virtual Bundesliga 2022 - Grand Final: Group Stage,4 : 3,DullenMIKE
Burak May : Matches,2022-06-04,15:15 UTC,A2A-Tier,Virtual Bundesliga 2022 - Grand Final: Group Stage,5 : 3,Funino
Burak May : Matches,2022-02-13,13:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe East Qualifier #2,3 : 6,Ufenok77
Dallano : Matches,2024-06-04,17:00 UTC,A5D-Tier,Wicked Wednesday - Spring Series - Qual. 2,1 : 2,NachoAbella
Dallano : Matches,2023-06-30,17:00 UTC,A2A-Tier,FPF MVP Challenge 2023,1 : 3,JOliveira10
Dallano : Matches,2023-06-30,16:00 UTC,A2A-Tier,FPF MVP Challenge 2023,5 : 1,Luis_Miguel
Dallano : Matches,2023-06-30,15:00 UTC,A2A-Tier,FPF MVP Challenge 2023,3 : 1,walgidio
Dallano : Matches,2023-06-30,14:00 UTC,A2A-Tier,FPF MVP Challenge 2023,0 : 0,TiagoAraujo10
Dallano : Matches,2023-06-30,13:00 UTC,A2A-Tier,FPF MVP Challenge 2023,2 : 1,Licapu7
Dallano : Matches,2023-03-18,15:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #3,2 : 3,Cooolliiin
Dallano : Matches,2023-03-18,13:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #3,3 : 2,Peter
Dallano : Matches,2023-03-18,11:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #3,3 : 2,Marqzou
Dallano : Matches,2023-02-11,13:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #2,3 : 4,Cameron
Dallano : Matches,2023-02-11,11:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #2,2 : 3,Ama2zerr
Dallano : Matches,2023-01-24,21:00 UTC,A5D-Tier,Blacki Pro Cup #8,1 : 5,JH7
Dallano : Matches,2022-07-08,14:00 UTC,A2A-Tier,FPF Grande Final 2022,2 : 3,Don70Pablo
Dallano : Matches,2022-07-07,16:00 UTC,A2A-Tier,FPF Grande Final 2022,1 : 4,Licapu7
Dallano : Matches,2022-07-07,15:00 UTC,A2A-Tier,FPF Grande Final 2022,3 : 2,rikhard11
Dallano : Matches,2022-07-07,14:00 UTC,A2A-Tier,FPF Grande Final 2022,3 : 2,Tcosta_26
Dallano : Matches,2022-06-23,16:00 UTC,A2A-Tier,FPF Masters 2022,0 : 2,Duarte
Dallano : Matches,2022-06-13,19:00 UTC,A3B-Tier,FPF Taça de Portugal 2022,3 : 7,JPeres99
Dallano : Matches,2022-06-12,19:00 UTC,A3B-Tier,FPF Taça de Portugal 2022,2 : 0,DiogoPeyroteo9
Dallano : Matches,2022-03-18,20:00 UTC,A3B-Tier,FPF Taça de Portugal 2022,3 : 1,Coelho11
Dallano : Matches,2022-03-18,19:00 UTC,A3B-Tier,FPF Taça de Portugal 2022,5 : 1,tinowouw
Dallano : Matches,2021-12-19,18:00 UTC,A2A-Tier,FPF Christmas Challenge 2021,4 : 2,jafonsogv
Dallano : Matches,2021-12-19,17:00 UTC,A2A-Tier,FPF Christmas Challenge 2021,5 : 1,Marqzou
Dallano : Matches,2021-12-19,16:00 UTC,A2A-Tier,FPF Christmas Challenge 2021,7 : 1,BAlmeida
Dallano : Matches,2021-12-19,15:00 UTC,A2A-Tier,FPF Christmas Challenge 2021,2 : 1,Gouvy
Dallano : Matches,2021-11-15,16:00 UTC,A3B-Tier,FPF Open Challenge 2021: Playoffs,1 : 2,Darkley11
Dallano : Matches,2021-11-15,15:00 UTC,A3B-Tier,FPF Open Challenge 2021: Playoffs,3 : 2,Coelho11
Dallano : Matches,2021-11-15,14:00 UTC,A3B-Tier,FPF Open Challenge 2021: Playoffs,2 : 1,RafaMonteiro09
Dallano : Matches,2021-11-15,13:00 UTC,A3B-Tier,FPF Open Challenge 2021: Playoffs,3 : 0,troppez
Dallano : Matches,2021-11-13,16:00 UTC,A3B-Tier,FPF Open Challenge 2021: Group Stage,3 : 2,BAlmeida
Dallano : Matches,2021-11-13,15:00 UTC,A3B-Tier,FPF Open Challenge 2021: Group Stage,3 : 1,JOliveira10
Dallano : Matches,2021-07-23,16:00 UTC,A3B-Tier,FPF MVP Challenge 2021,1 : 4,jafonsogv
Dallano : Matches,2021-07-23,15:00 UTC,A3B-Tier,FPF MVP Challenge 2021,4 : 3,RafaMonteiro
Dallano : Matches,2021-07-04,14:00 UTC,A2A-Tier,eLiga Portugal 2020-21 Spring,4 : 5,Marqzou
Dallano : Matches,2021-05-06,14:00 UTC,A2A-Tier,FPF Masters eFootball 2021,1 : 3,tuga810
Dallano : Matches,2021-01-14,,A3B-Tier,Taça eLiga Portugal 2020-2021,4 : 6,Luca-nr1
E-Ramirex-03 : Matches,2024-10-13,19:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: NA,2 : 9,Kick_blitz
E-Ramirex-03 : Matches,2024-10-13,17:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: NA,1 : 2,ThiagoCapo12
E-Ramirex-03 : Matches,2023-11-26,18:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups November: North America,5 : 7,ZeSnipRef
E-Ramirex-03 : Matches,2023-05-27,18:30 UTC,A1S-Tier,FIFA 23 Global Series - North America Play-ins,2 : 4,G_Adamou
E-Ramirex-03 : Matches,2023-05-27,17:30 UTC,A1S-Tier,FIFA 23 Global Series - North America Play-ins,2 : 3,Chris
E-Ramirex-03 : Matches,2023-04-30,18:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #4,1 : 4,VillaMore3
E-Ramirex-03 : Matches,2023-04-30,17:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #4,3 : 2,JosephJ00
E-Ramirex-03 : Matches,2023-04-29,22:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #4,4 : 5,K1John
E-Ramirex-03 : Matches,2023-04-29,21:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #4,5 : 3,Maloney45
E-Ramirex-03 : Matches,2023-04-29,19:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #4,7 : 4,CptBruno
E-Ramirex-03 : Matches,2023-04-29,17:30 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #4,3 : 5,AlanAvi
E-Ramirex-03 : Matches,2023-03-18,22:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #3,4 : 8,GN10
E-Ramirex-03 : Matches,2023-03-18,20:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #3,0 : 3,Joksan
E-Ramirex-03 : Matches,2023-03-18,19:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #3,4 : 2,JordyReyes
E-Ramirex-03 : Matches,2023-03-18,17:30 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #3,4 : 0,milliamobracho
E-Ramirex-03 : Matches,2023-02-18,23:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #2,3 : 6,G_Adamou
E-Ramirex-03 : Matches,2023-02-18,22:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #2,6 : 0,SaintMuma
E-Ramirex-03 : Matches,2023-02-18,21:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #2,5 : 1,doolsta
E-Ramirex-03 : Matches,2023-02-18,20:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #2,1 : 2,VillaMore3
E-Ramirex-03 : Matches,2023-01-08,18:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #1,3 : 5,K1John
E-Ramirex-03 : Matches,2023-01-07,23:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #1,4 : 1,Tevdoraa
E-Ramirex-03 : Matches,2023-01-07,17:30 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #1,2 : 3,YouGotToChill
CocoVBastos : Matches,2023-03-07,17:00 UTC,A4C-Tier,eLigue 1 Challenge 2023,5 : 6,Soan
CocoVBastos : Matches,2023-03-07,16:00 UTC,A4C-Tier,eLigue 1 Challenge 2023,7 : 6,Diakite
CocoVBastos : Matches,2022-05-18,17:00 UTC,A3B-Tier,eLigue 1 2022 - Group Stage,1 : 2,NKantee
CocoVBastos : Matches,2022-05-11,18:00 UTC,A3B-Tier,eLigue 1 2022 - Group Stage,2 : 1,DPeixoto
CocoVBastos : Matches,2022-05-04,17:00 UTC,A3B-Tier,eLigue 1 2022 - Group Stage,2 : 1,Modric
CocoVBastos : Matches,2022-04-12,17:00 UTC,A3B-Tier,eLigue 1 2022 - Group Stage,2 : 0,Mino
CocoVBastos : Matches,2022-04-05,17:00 UTC,A3B-Tier,eLigue 1 2022 - Group Stage,2 : 1,Faucheur
CocoVBastos : Matches,2022-03-30,17:00 UTC,A3B-Tier,eLigue 1 2022 - Group Stage,1 : 2,Koalaboiteux
CocoVBastos : Matches,2022-03-22,19:00 UTC,A3B-Tier,eLigue 1 2022 - Group Stage,2 : 1,Dylo
CocoVBastos : Matches,2022-03-16,19:00 UTC,A3B-Tier,eLigue 1 2022 - Group Stage,0 : 2,Fouma
CocoVBastos : Matches,2022-03-08,18:00 UTC,A3B-Tier,eLigue 1 2022 - Group Stage,1 : 2,Herozia
CocoVBastos : Matches,2021-12-05,13:00 UTC,A1S-Tier,eChampions League 2022 - Qualifier West,5 : 6,NKantee
CocoVBastos : Matches,2021-06-03,17:00 UTC,A2A-Tier,eLigue 1 2021,1 : 2,Rafsou
CocoVBastos : Matches,2021-06-01,17:00 UTC,A2A-Tier,eLigue 1 2021,2 : 1,deshe
CocoVBastos : Matches,2021-03-17,17:00 UTC,A3B-Tier,FUT Country 2021 - France,0 : 1,goumzer75
CocoVBastos : Matches,2021-01-28,19:00 UTC,A1S-Tier,FIFAe Club World Cup 2021 - Europe: Playoffs,0 : 2,Razvan Puiu
CocoVBastos : Matches,2021-01-28,17:30 UTC,A1S-Tier,FIFAe Club World Cup 2021 - Europe: Playoffs,2 : 1,MegaBit
CocoVBastos : Matches,2021-01-28,17:30 UTC,A1S-Tier,FIFAe Club World Cup 2021 - Europe: Playoffs,0 : 2,MMayo
CocoVBastos : Matches,2020-06-15,18:00 UTC,A2A-Tier,Twitch Rivals: FaceOff - Esports Pros Qualifiers, : ,Harry
CocoVBastos : Matches,2020-06-15,17:00 UTC,A2A-Tier,Twitch Rivals: FaceOff - Esports Pros Qualifiers,2 : 6,Ollelito
CocoVBastos : Matches,2020-06-15,16:00 UTC,A2A-Tier,Twitch Rivals: FaceOff - Esports Pros Qualifiers,3 : 6,MoAuba
CocoVBastos : Matches,2020-05-05,20:00 UTC,A4C-Tier,Futhead Tuesday Night Football #32 - Europe,1 : 3,OliBoli7
CocoVBastos : Matches,2020-05-05,19:00 UTC,A4C-Tier,Futhead Tuesday Night Football #32 - Europe,4 : 3,Lukas
CocoVBastos : Matches,2020-02-08,10:20 UTC,A1S-Tier,FIFA eClub World Cup 2020,1 : 7,Tass
CocoVBastos : Matches,2020-02-08,09:00 UTC,A1S-Tier,FIFA eClub World Cup 2020,5 : 2,Janoz
CocoVBastos : Matches,2020-02-07,11:40 UTC,A1S-Tier,FIFA eClub World Cup 2020,1 : 7,Harry
CocoVBastos : Matches,2020-02-07,10:20 UTC,A1S-Tier,FIFA eClub World Cup 2020,1 : 7,Stokes
CocoVBastos : Matches,2020-02-07,09:00 UTC,A1S-Tier,FIFA eClub World Cup 2020,7 : 1,Arko
CocoVBastos : Matches,2019-11-08,16:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage I - Group Stage,1 : 3,PrimeTurbo
CocoVBastos : Matches,2019-11-08,15:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage I - Group Stage,0 : 2,Sneaky
CocoVBastos : Matches,2019-11-08,14:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage I - Group Stage,1 : 2,Paps
CocoVBastos : Matches,2019-04-20,12:00 UTC,A2A-Tier,eLigue 1 Spring 2019 - PS4,1 : 2,Gilles
CocoVBastos : Matches,2019-01-12,12:00 UTC,A2A-Tier,eLigue 1 Winter 2019 - PS4,1 : 2,Lucryo69
CocoVBastos : Matches,2018-05-14,19:00 UTC,A2A-Tier,eLigue 1 2018 - Finals,3 : 4,Maestro
CocoVBastos : Matches,2018-05-08,15:00 UTC,A2A-Tier,eCOPA Coca-Cola 2018: France - Grand Final,0 : 4,VBryan
CocoVBastos : Matches,2018-02-03,21:00 UTC,A2A-Tier,eLigue 1 Winter 2018 - PS4,2 : 1,Famsinho
CocoVBastos : Matches,2018-01-21,15:30 UTC,A2A-Tier,eLigue 1 Winter 2018 - PS4,2 : 1,Usmakabyle
CocoVBastos : Matches,2018-01-21,13:30 UTC,A2A-Tier,eLigue 1 Winter 2018 - PS4,2 : 0,Maniika
CocoVBastos : Matches,2018-01-21,12:00 UTC,A2A-Tier,eLigue 1 Winter 2018 - PS4,5 : 2,Aquino
CocoVBastos : Matches,2017-11-04,17:00 UTC,A3B-Tier,ESWC - PGW 2017 : Group Stage, : ,Ufenok77
CocoVBastos : Matches,2017-11-04,16:15 UTC,A3B-Tier,ESWC - PGW 2017 : Group Stage,4 : 1,Bacha
CocoVBastos : Matches,2017-11-04,15:30 UTC,A3B-Tier,ESWC - PGW 2017 : Group Stage,1 : 4,Deto
CocoVBastos : Matches,2017-11-04,14:00 UTC,A3B-Tier,ESWC - PGW 2017 : Group Stage,1 : 8,Maestro
CocoVBastos : Matches,2017-02-03,14:00 UTC,A2A-Tier,Ultimate Team™ Championship Series 2017 - Season 1 Europe - Playoffs,0 : 1,SaLz0r
CocoVBastos : Matches,2017-02-03,13:00 UTC,A2A-Tier,Ultimate Team™ Championship Series 2017 - Season 1 Europe - Playoffs,0 : 1,TimoX
CocoVBastos : Matches,2016-12-20,21:00 UTC,A2A-Tier,eChampionnat de France 2017,2 : 2,RocKy
CocoVBastos : Matches,2016-12-20,20:00 UTC,A2A-Tier,eChampionnat de France 2017,3 : 2,Landers94
CocoVBastos : Matches,2016-12-20,19:00 UTC,A2A-Tier,eChampionnat de France 2017,1 : 0,Aquino
CocoVBastos : Matches,2016-12-20,18:00 UTC,A2A-Tier,eChampionnat de France 2017,4 : 0,Emi
CocoVBastos : Matches,0000-01-01,,A2A-Tier,FUT 20 Champions Cup Stage I - PlayStation 4: EU Qualifier,3 : 1,Legind11
CocoVBastos : Matches,0000-01-01,,A2A-Tier,FUT 20 Champions Cup Stage I - PlayStation 4: EU Qualifier,0 : 1,Jeffryy95
CocoVBastos : Matches,0000-01-01,,A2A-Tier,FUT 20 Champions Cup Stage I - PlayStation 4: EU Qualifier,3 : 1,MBxere
Abeldos : Matches,2024-10-13,15:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: Middle East,4 : 6,1OS
Abeldos : Matches,2024-10-13,14:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: Middle East,8 : 7,Meshaal
Abeldos : Matches,2024-10-13,13:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: Middle East,8 : 6,alraish
Abeldos : Matches,2024-10-13,12:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: Middle East,5 : 2,hvexi
Abeldos : Matches,2024-08-12,15:40 UTC,A1S-Tier,EWC 2024 - Last Chance Qualifier - Playoffs,3 : 6,GoatMoh
Abeldos : Matches,2024-08-12,15:00 UTC,A1S-Tier,EWC 2024 - Last Chance Qualifier - Playoffs,3 : 8,The1OS
Abeldos : Matches,2024-08-11,18:00 UTC,A1S-Tier,EWC 2024 - Last Chance Qualifier - Group Stage,5 : 4,RvPLegend
Abeldos : Matches,2024-08-11,17:00 UTC,A1S-Tier,EWC 2024 - Last Chance Qualifier - Group Stage,7 : 6,Lamps
Abeldos : Matches,2024-08-11,16:00 UTC,A1S-Tier,EWC 2024 - Last Chance Qualifier - Group Stage,11 : 3,MoWaelJR
Abeldos : Matches,2024-08-11,15:00 UTC,A1S-Tier,EWC 2024 - Last Chance Qualifier - Group Stage,5 : 3,MoaiadCR77
Abeldos : Matches,2024-06-16,12:45 UTC,A2A-Tier,DreamHack Summer 2024 - Playoffs,3 : 4,Ilian
Abeldos : Matches,2024-06-16,12:00 UTC,A2A-Tier,DreamHack Summer 2024 - Playoffs,7 : 4,Schilder
Abeldos : Matches,2024-06-16,11:00 UTC,A2A-Tier,DreamHack Summer 2024 - Playoffs,3 : 4,KTzn_91
Abeldos : Matches,2024-06-15,20:15 UTC,A2A-Tier,DreamHack Summer 2024 - Q3,6 : 1,IronMike
Abeldos : Matches,2024-06-15,19:30 UTC,A2A-Tier,DreamHack Summer 2024 - Q3,5 : 2,FurkyPlayz
Abeldos : Matches,2024-06-15,18:45 UTC,A2A-Tier,DreamHack Summer 2024 - Q3,6 : 5,Baldo
Abeldos : Matches,2024-06-15,16:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q3,1 : 6,Levi de Weerd
Abeldos : Matches,2024-06-15,15:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q3,5 : 4,RastaArtur
Abeldos : Matches,2024-06-15,14:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q3,4 : 2,Fabiorabi01
Abeldos : Matches,2024-06-15,13:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q3,8 : 4,CLA_Banderas
Abeldos : Matches,2022-02-20,20:55 UTC,A1S-Tier,eChampions League 2022 - Group Stage,8 : 2,Snakez
Abeldos : Matches,2022-02-20,19:45 UTC,A1S-Tier,eChampions League 2022 - Group Stage,8 : 2,margamat01
Abeldos : Matches,2022-02-20,18:35 UTC,A1S-Tier,eChampions League 2022 - Group Stage,2 : 4,Predator
Abeldos : Matches,2022-02-20,17:25 UTC,A1S-Tier,eChampions League 2022 - Group Stage,2 : 4,Henning
Abeldos : Matches,2022-02-20,16:15 UTC,A1S-Tier,eChampions League 2022 - Group Stage,5 : 4,KKoray
Abeldos : Matches,2021-12-05,14:00 UTC,A1S-Tier,eChampions League 2022 - Qualifier,6 : 5,GGilbe
Abeldos : Matches,2021-12-05,13:00 UTC,A1S-Tier,eChampions League 2022 - Qualifier,2 : 1,Furman
Abeldos : Matches,2021-12-05,12:00 UTC,A1S-Tier,eChampions League 2022 - Qualifier,4 : 2,tamertaser5
Abeldos : Matches,2021-07-02,18:00 UTC,A2A-Tier,FIFA 21 Global Series - Xbox One: Europe Playoffs,3 : 9,YuvalBeli
Abeldos : Matches,2021-07-02,16:45 UTC,A2A-Tier,FIFA 21 Global Series - Xbox One: Europe Playoffs,2 : 4,Tekkz
