Žaidėjas,Data,Laikas,Lygis,Turnyras,Rezultatas,Oponentas
Albertss : Matches,2023-01-07,19:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #1,1 : 2,Chevisan
Albertss : Matches,2023-01-07,18:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #1,3 : 4,Memoriezs
Albertss : Matches,2022-02-13,,A1S-Tier,FIFA 22 Global Series - LatAm North Qualifier #2,10 : 4,LuisAlejandro8c
Albertss : Matches,2022-02-13,,A1S-Tier,FIFA 22 Global Series - LatAm North Qualifier #2,4 : 3,JJSOSA09
Albertss : Matches,2022-02-13,,A1S-Tier,FIFA 22 Global Series - LatAm North Qualifier #2,1 : 2,CRACKHEBER
Cold: Matches,2024-10-13,07:30 UTC,A2A-Tier,FC Online Vietnam Pro League Autumn 2024 - Finals,1 : 3,LeeHariii
Cold: Matches,2024-09-29,11:30 UTC,A2A-Tier,FC Online Vietnam Pro League Autumn 2024 - Finals,3 : 1,Green
Cold: Matches,2024-09-28,09:00 UTC,A2A-Tier,FC Online Vietnam Pro League Autumn 2024 - Finals,0 : 3,Mesut
Cold: Matches,2024-09-27,09:00 UTC,A2A-Tier,FC Online Vietnam Pro League Autumn 2024 - Finals,3 : 0,Eggie
Cold: Matches,2024-09-15,12:00 UTC,A2A-Tier,FC Online Vietnam Pro League Autumn 2024 - Swiss Stage,3 : 1,Green
Cold: Matches,2024-09-08,10:00 UTC,A2A-Tier,FC Online Vietnam Pro League Autumn 2024 - Swiss Stage,2 : 0,AcAo
Cold: Matches,2024-09-01,11:00 UTC,A2A-Tier,FC Online Vietnam Pro League Autumn 2024 - Swiss Stage,2 : 0,Sniper
Cold: Matches,2024-06-16,10:25 UTC,A2A-Tier,FC Online Vietnam Pro League Summer 2024 - Finals,2 : 3,Ronnie
Cold: Matches,2024-06-16,06:00 UTC,A2A-Tier,FC Online Vietnam Pro League Summer 2024 - Finals,0 : 3,LeeHariii
Cold: Matches,2024-06-15,12:00 UTC,A2A-Tier,FC Online Vietnam Pro League Summer 2024 - Finals,3 : 2,PhanLam
Cold: Matches,2024-06-02,12:00 UTC,A2A-Tier,FC Online Vietnam Pro League Summer 2024 - Swiss Stage,3 : 2,MajinBuu
Cold: Matches,2024-05-26,10:30 UTC,A2A-Tier,FC Online Vietnam Pro League Summer 2024 - Swiss Stage,2 : 0,Bae
Cold: Matches,2024-05-19,12:00 UTC,A2A-Tier,FC Online Vietnam Pro League Summer 2024 - Swiss Stage,2 : 0,Ronnie
Cold: Matches,2023-06-04,07:20 UTC,,2022 AESF Road to Asian Games - Vietnam Qualifier 2023,0 : 1,SangJunior
Cold: Matches,2023-06-04,05:20 UTC,,2022 AESF Road to Asian Games - Vietnam Qualifier 2023,1 : 2,Maestroz
Cold: Matches,2023-06-03,05:30 UTC,,2022 AESF Road to Asian Games - Vietnam Qualifier 2023,2 : 2,LeeHariii
Cold: Matches,2023-06-03,05:00 UTC,,2022 AESF Road to Asian Games - Vietnam Qualifier 2023,3 : 0,Sapien
Cold: Matches,2023-06-03,04:00 UTC,,2022 AESF Road to Asian Games - Vietnam Qualifier 2023,1 : 1,PhanLoc
Cold: Matches,2023-06-03,03:30 UTC,,2022 AESF Road to Asian Games - Vietnam Qualifier 2023,2 : 1,Quidii
Cold: Matches,2023-06-03,03:00 UTC,,2022 AESF Road to Asian Games - Vietnam Qualifier 2023,0 : 0,Dazzle
Cold: Matches,2021-09-19,,A1S-Tier,EA Champions Cup Autumn 2021,0 : 3,TDKeane
Cold: Matches,2021-09-17,,A1S-Tier,EA Champions Cup Autumn 2021,2 : 0,TDKeane
Cold: Matches,2021-09-16,,A1S-Tier,EA Champions Cup Autumn 2021,2 : 0,Taehwan
Cold: Matches,2021-09-15,,A1S-Tier,EA Champions Cup Autumn 2021, : ,YoonC
Cold: Matches,2021-09-15,,A1S-Tier,EA Champions Cup Autumn 2021,1 : 0,YoonC
Cold: Matches,2021-09-15,,A1S-Tier,EA Champions Cup Autumn 2021, : ,YoonC
Cold: Matches,2021-09-13,,A1S-Tier,EA Champions Cup Autumn 2021,0 : 2,zbnr
Cold: Matches,2021-09-13,,A1S-Tier,EA Champions Cup Autumn 2021,1 : 2,zbnr
Cold: Matches,2021-09-13,,A1S-Tier,EA Champions Cup Autumn 2021, : ,zbnr
Cold: Matches,2019-05-25,,A1S-Tier,EA Champions Cup Spring 2019,0 : 2,CruzSaveTR
Cold: Matches,2019-05-25,,A1S-Tier,EA Champions Cup Spring 2019,0 : 2,Byun WooJin
Cold: Matches,2019-05-24,,A1S-Tier,EA Champions Cup Spring 2019,2 : 1,Byun WooJin
Cold: Matches,2019-03-17,13:00 UTC,A2A-Tier,FIFA Online 4 Vietnam National Championship 2019 Season 1,1 : 2,Maestroz
Cold: Matches,2019-03-17,12:00 UTC,A2A-Tier,FIFA Online 4 Vietnam National Championship 2019 Season 1,2 : 1,BinBeo
Cold: Matches,2019-03-17,10:00 UTC,A2A-Tier,FIFA Online 4 Vietnam National Championship 2019 Season 1,2 : 0,TieuPi
Cold: Matches,2019-03-15,10:30 UTC,A2A-Tier,FIFA Online 4 Vietnam National Championship 2019 Season 1,1 : 0,Hakumen
Cold: Matches,2019-03-15,09:30 UTC,A2A-Tier,FIFA Online 4 Vietnam National Championship 2019 Season 1, : ,BinBeo
Cold: Matches,2019-03-15,06:30 UTC,A2A-Tier,FIFA Online 4 Vietnam National Championship 2019 Season 1,1 : 2,Hinorashi
Cold: Matches,0000-01-01,,A3B-Tier,SEA Invitation Cup 2019,2 : 3,SirX
Cold: Matches,0000-01-01,,A3B-Tier,SEA Invitation Cup 2019,1 : 3,Amraan
Alekzandur: Matches,2023-03-18,17:30 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #3,4 : 8,KingCJ0
Alekzandur: Matches,2023-03-18,16:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #3,5 : 2,Loux11
Alekzandur: Matches,2023-02-18,19:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #2,4 : 3,CptBruno
Alekzandur: Matches,2023-02-18,17:30 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #2,1 : 4,YouGotToChill
Alekzandur: Matches,2023-01-07,23:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #1,4 : 6,AlanAvi
Alekzandur: Matches,2023-01-07,22:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #1,9 : 1,Don Borrello
Alekzandur: Matches,2023-01-07,21:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #1,3 : 5,VillaMore3
Alekzandur: Matches,2023-01-07,20:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #1,2 : 1,Beuses_xB
Alekzandur: Matches,2023-01-07,19:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #1,4 : 5,Lamps
Alekzandur: Matches,2022-06-30,16:00 UTC,A1S-Tier,FIFA 22 Global Series - Playoffs: Group Stage,2 : 3,Ollelito
Alekzandur: Matches,2022-06-30,15:00 UTC,A1S-Tier,FIFA 22 Global Series - Playoffs: Group Stage,1 : 3,PHzin
Alekzandur: Matches,2022-06-30,14:00 UTC,A1S-Tier,FIFA 22 Global Series - Playoffs: Group Stage,1 : 4,Nathansr22
Alekzandur: Matches,2022-06-30,13:00 UTC,A1S-Tier,FIFA 22 Global Series - Playoffs: Group Stage,3 : 2,Gaucho10
Alekzandur: Matches,2022-06-05,,A1S-Tier,FIFA 22 Global Series - North America Qualifier #4,4 : 0,Fiddle
Alekzandur: Matches,2022-06-05,,A1S-Tier,FIFA 22 Global Series - North America Qualifier #4,5 : 4,KingCJ0
Alekzandur: Matches,2022-06-05,,A1S-Tier,FIFA 22 Global Series - North America Qualifier #4,8 : 2,GN10
Alekzandur: Matches,2022-06-05,,A1S-Tier,FIFA 22 Global Series - North America Qualifier #4,3 : 2,doolsta
Alekzandur: Matches,2022-03-13,,A2A-Tier,eMLS Cup 2022,0 : 1,Paulo Neto
Alekzandur: Matches,2022-02-13,,A1S-Tier,FIFA 22 Global Series - North America Qualifier #2,4 : 1,YouGotToChill
Alekzandur: Matches,2022-02-13,,A1S-Tier,FIFA 22 Global Series - North America Qualifier #2,7 : 2,GoalMachine
Alekzandur: Matches,2022-02-13,,A1S-Tier,FIFA 22 Global Series - North America Qualifier #2,1 : 2,KingCJ0
Alekzandur: Matches,2022-01-15,23:00 UTC,A2A-Tier,eMLS League 2022 - Series One,4 : 5,Joksan
Alekzandur: Matches,2021-06-06,22:00 UTC,A2A-Tier,FIFA 21 Global Series - PlayStation 4: North America Playoffs,1 : 3,Agitpower
Alekzandur: Matches,2021-06-06,21:00 UTC,A2A-Tier,FIFA 21 Global Series - PlayStation 4: North America Playoffs,4 : 3,america845
Alekzandur: Matches,2021-06-06,20:00 UTC,A2A-Tier,FIFA 21 Global Series - PlayStation 4: North America Playoffs,4 : 3,AJ--HR
Alekzandur: Matches,2021-06-06,19:00 UTC,A2A-Tier,FIFA 21 Global Series - PlayStation 4: North America Playoffs,1 : 2,RapidBunny
Alekzandur: Matches,2021-06-06,18:00 UTC,A2A-Tier,FIFA 21 Global Series - PlayStation 4: North America Playoffs,5 : 6,Chris
Alekzandur: Matches,2021-03-21,20:15 UTC,A2A-Tier,eMLS Cup 2021,2 : 3,xbLeU
Alekzandur: Matches,2021-03-20,21:00 UTC,A2A-Tier,eMLS Cup 2021,7 : 4,Fiddle
Alekzandur: Matches,2021-01-16,21:00 UTC,A2A-Tier,eMLS League 2021 - Series One,3 : 4,xbLeU
Alekzandur: Matches,2020-06-28,21:00 UTC,A2A-Tier,eMLS Cup 2020,0 : 3,G_Adamou
Alekzandur: Matches,2019-11-22,18:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage II - Group Stage,0 : 4,Tekkz
Alekzandur: Matches,2019-11-22,17:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage II - Group Stage,1 : 6,Lyricz
Alekzandur: Matches,2019-11-22,16:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage II - Group Stage,0 : 1,MegaBit
Alekzandur: Matches,2019-11-22,15:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage II - Group Stage,7 : 5,Gabrielpn
Alekzandur: Matches,2019-11-22,14:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage II - Group Stage,4 : 3,Sakul
Alekzandur: Matches,2019-11-14,00:00 UTC,A4C-Tier,Futhead Tuesday Night Football #10,4 : 5,ZeSnipRef
Alekzandur: Matches,2019-09-11,01:00 UTC,A4C-Tier,Futhead Tuesday Night Football #2,1 : 2,BENR
Alekzandur: Matches,2019-03-08,18:00 UTC,A2A-Tier,FUT 19 Champions Cup March - Group Stage,4 : 5,Gorilla
Alekzandur: Matches,2019-03-08,17:00 UTC,A2A-Tier,FUT 19 Champions Cup March - Group Stage,3 : 6,IBrave Heart z
Alekzandur: Matches,2019-03-08,16:00 UTC,A2A-Tier,FUT 19 Champions Cup March - Group Stage,4 : 2,xImpact10
Alekzandur: Matches,2019-03-08,15:00 UTC,A2A-Tier,FUT 19 Champions Cup March - Group Stage,0 : 4,Resende
Alekzandur: Matches,2019-03-08,14:00 UTC,A2A-Tier,FUT 19 Champions Cup March - Group Stage,6 : 0,Spaceeh
Alekzandur: Matches,2018-12-08,17:00 UTC,A2A-Tier,PGL Cup Bucharest 2018 - Group Stage,2 : 3,RayZiaaH
Alekzandur: Matches,2018-12-08,16:00 UTC,A2A-Tier,PGL Cup Bucharest 2018 - Group Stage,2 : 3,Marcus Gomes
Alekzandur: Matches,2018-12-08,15:00 UTC,A2A-Tier,PGL Cup Bucharest 2018 - Group Stage,0 : 7,Msdossary
Alekzandur: Matches,2018-12-08,14:00 UTC,A2A-Tier,PGL Cup Bucharest 2018 - Group Stage,3 : 2,Lucas Tabata
Alekzandur: Matches,2018-11-30,16:00 UTC,A2A-Tier,FUT 19 Champions Cup November - Group Stage,5 : 6,Lynas
Alekzandur: Matches,2018-11-30,15:00 UTC,A2A-Tier,FUT 19 Champions Cup November - Group Stage,4 : 6,Tass
Alekzandur: Matches,2018-11-30,14:00 UTC,A2A-Tier,FUT 19 Champions Cup November - Group Stage,1 : 2,proownez
Alekzandur: Matches,2018-08-03,13:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,6 : 2,Denuzzo
Alekzandur: Matches,2018-08-03,12:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,0 : 6,Dani
Alekzandur: Matches,2018-08-02,16:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,7 : 9,MegaBit
Alekzandur: Matches,2018-08-02,15:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,7 : 4,Resende
Alekzandur: Matches,2018-08-02,14:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,4 : 3,dreamR
Alekzandur: Matches,2018-08-02,13:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,6 : 5,Kurt0411
Alekzandur: Matches,2018-08-02,12:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,2 : 3,Aero
Alekzandur: Matches,2018-05-31,15:00 UTC,A1S-Tier,FIFA Global Series 2018 Playoffs - Xbox One,4 : 8,MegaBit
Alekzandur: Matches,2018-05-31,14:00 UTC,A1S-Tier,FIFA Global Series 2018 Playoffs - Xbox One,6 : 5,Denuzzo
Alekzandur: Matches,2018-05-31,13:00 UTC,A1S-Tier,FIFA Global Series 2018 Playoffs - Xbox One,4 : 3,Schwenker
Alekzandur: Matches,2018-05-12,,A2A-Tier,Gfinity FIFA 18 US Spring Cup - Xbox One,6 : 8,Fiddle
Alekzandur: Matches,2018-04-08,18:00 UTC,A2A-Tier,eMLS Cup 2018,2 : 3,AlanAvi
Alekzandur: Matches,2018-04-08,17:00 UTC,A2A-Tier,eMLS Cup 2018,3 : 2,RCTID_Thiago
Alekzandur: Matches,2017-02-18,,A2A-Tier,Ultimate Team™ Championship Series 2017 - Season 1 Americas - Playoffs,1 : 0,Aman
Alekzandur: Matches,2017-02-18,,A2A-Tier,Ultimate Team™ Championship Series 2017 - Season 1 Americas - Playoffs,0 : 5,Janoz
Alekzandur: Matches,2017-02-18,,A2A-Tier,Ultimate Team™ Championship Series 2017 - Season 1 Americas - Playoffs,3 : 0,Renatogz05
Alekzandur: Matches,2017-02-18,,A2A-Tier,Ultimate Team™ Championship Series 2017 - Season 1 Americas - Playoffs,0 : 2,Kid M3mito
Alekzandur: Matches,0000-01-01,,A2A-Tier,Gfinity Elite Series Season 4,8 : 1,Painter
Alekzandur: Matches,0000-01-01,,A2A-Tier,Gfinity Elite Series Season 4,2 : 1,deto
Alekzandur: Matches,0000-01-01,,A2A-Tier,Gfinity Elite Series Season 4,2 : 1,Delee
Alekzandur: Matches,0000-01-01,,A2A-Tier,FUT 20 Champions Cup Stage II - Xbox One: NA Qualifier,2 : 1,ivantigre96
Alekzandur: Matches,0000-01-01,,A2A-Tier,FUT 20 Champions Cup Stage II - Xbox One: NA Qualifier,2 : 3,Squirrel
Alekzandur: Matches,0000-01-01,,A4C-Tier,Futhead Tuesday Night Football #30 - North America,3 : 4,TheMarsBar
Alekzandur: Matches,0000-01-01,,A4C-Tier,Futhead Tuesday Night Football #34 - North America,4 : 1,Tsobi7
Alekzandur: Matches,0000-01-01,,A4C-Tier,Futhead Tuesday Night Football #34 - North America,3 : 1,GGGodfather
Alekzandur: Matches,0000-01-01,,A4C-Tier,Futhead Tuesday Night Football #34 - North America,4 : 7,Chris
Alekzandur: Matches,0000-01-01,,A4C-Tier,Futhead Tuesday Night Football #36 - North America,1 : 2,PhilB94
danielzin : Matches,2024-06-14,19:45 UTC,A2A-Tier,DreamHack Summer 2024 - Q2,1 : 7,YuvalBeli
danielzin : Matches,2024-06-14,19:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q2,4 : 6,Rafifa13
danielzin : Matches,2024-06-14,18:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q2,5 : 4,jafonso
danielzin : Matches,2024-02-25,18:00 UTC,A4C-Tier,eLigue 1 Tour 2024 - Latin America,6 : 8,Klinger
danielzin : Matches,2024-02-25,17:00 UTC,A4C-Tier,eLigue 1 Tour 2024 - Latin America,7 : 4,Pigmeu
danielzin : Matches,2024-02-11,16:00 UTC,A1S-Tier,eLibertadores 2024 - Qualifier,11 : 14,Valen
danielzin : Matches,2024-02-11,15:00 UTC,A1S-Tier,eLibertadores 2024 - Qualifier,5 : 10,GuiBarros
danielzin : Matches,2024-02-11,14:00 UTC,A1S-Tier,eLibertadores 2024 - Qualifier,11 : 8,Guirissi
danielzin : Matches,2024-02-10,17:00 UTC,A1S-Tier,eLibertadores 2024 - Qualifier : Swiss Stage,8 : 5,AllanCastello7
danielzin : Matches,2023-12-17,17:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups December: LatAm South,4 : 13,Ezecorrea1802
danielzin : Matches,2023-12-17,16:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups December: LatAm South,12 : 8,Dms10_fc
danielzin : Matches,2023-10-15,19:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: LatAm South,4 : 6,Joelr_21
danielzin : Matches,2023-10-15,18:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: LatAm South,11 : 1,oEternalzZ
danielzin : Matches,2023-10-15,16:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: LatAm South,4 : 11,Nathansr22
danielzin : Matches,2023-06-24,17:00 UTC,A1S-Tier,FIFA 23 Global Series - Playoffs,3 : 5,Karimisbak
danielzin : Matches,2023-06-24,16:00 UTC,A1S-Tier,FIFA 23 Global Series - Playoffs,1 : 6,Tekkz
danielzin : Matches,2023-06-24,14:00 UTC,A1S-Tier,FIFA 23 Global Series - Playoffs,4 : 2,NEissaT14
danielzin : Matches,2023-04-30,16:30 UTC,A1S-Tier,FIFA 23 Global Series - Latin America South Qualifier #4,0 : 6,Young
danielzin : Matches,2023-04-30,15:30 UTC,A1S-Tier,FIFA 23 Global Series - Latin America South Qualifier #4,6 : 5,Vitor
danielzin : Matches,2023-04-30,14:30 UTC,A1S-Tier,FIFA 23 Global Series - Latin America South Qualifier #4,3 : 2,tomgauna
danielzin : Matches,2023-04-29,18:00 UTC,A1S-Tier,FIFA 23 Global Series - Latin America South Qualifier #4,3 : 4,Rampazzo
danielzin : Matches,2023-03-19,14:00 UTC,A1S-Tier,FIFA 23 Global Series - Latin America South Qualifier #3,2 : 3,BizetWst
danielzin : Matches,2023-02-19,16:30 UTC,A1S-Tier,FIFA 23 Global Series - LatAm South Qualifier #2,4 : 8,Edson
danielzin : Matches,2023-02-19,15:30 UTC,A1S-Tier,FIFA 23 Global Series - LatAm South Qualifier #2,2 : 1,Dms10_fc
danielzin : Matches,2023-02-19,14:30 UTC,A1S-Tier,FIFA 23 Global Series - LatAm South Qualifier #2,6 : 1,CharlyHuman
danielzin : Matches,2023-01-08,17:30 UTC,A1S-Tier,FIFA 23 Global Series - LatAm South Qualifier #1,2 : 5,Young
danielzin : Matches,2023-01-08,16:30 UTC,A1S-Tier,FIFA 23 Global Series - LatAm South Qualifier #1,7 : 3,Fifilza
danielzin : Matches,2023-01-08,15:30 UTC,A1S-Tier,FIFA 23 Global Series - LatAm South Qualifier #1,4 : 3,Dudu
danielzin : Matches,2023-01-08,14:30 UTC,A1S-Tier,FIFA 23 Global Series - LatAm South Qualifier #1,5 : 4,OG97avz
danielzin : Matches,2022-12-11,12:00 UTC,A5D-Tier,Copa Quantum by JBL - Qualifier #1,3 : 4,Gueric
danielzin : Matches,2022-12-11,11:00 UTC,A5D-Tier,Copa Quantum by JBL - Qualifier #1,5 : 1,Franci
danielzin : Matches,2022-12-11,10:00 UTC,A5D-Tier,Copa Quantum by JBL - Qualifier #1,9 : 2,Dudu27
danielzin : Matches,2022-01-30,17:00 UTC,A1S-Tier,eLibertadores 2022 - Qualifier,1 : 3,Edson28
danielzin : Matches,2022-01-30,16:00 UTC,A1S-Tier,eLibertadores 2022 - Qualifier,0 : 5,Dudu27
danielzin : Matches,2022-01-30,15:00 UTC,A1S-Tier,eLibertadores 2022 - Qualifier,3 : 1,Artur77
Cowen : Matches,2024-11-02,18:00 UTC,A1S-Tier,FC Pro 25 Open - Global Qualifier: Playoffs,3 : 2,Brice
Cowen : Matches,2024-11-02,17:00 UTC,A1S-Tier,FC Pro 25 Open - Global Qualifier: Playoffs,2 : 4,Obrun2002
Cowen : Matches,2024-11-02,16:00 UTC,A1S-Tier,FC Pro 25 Open - Global Qualifier: Playoffs,4 : 0,Montaxer
Cowen : Matches,2024-11-01,20:45 UTC,A1S-Tier,FC Pro 25 Open - Global Qualifier: Group Stage,2 : 10,Stingray
Cowen : Matches,2024-11-01,19:30 UTC,A1S-Tier,FC Pro 25 Open - Global Qualifier: Group Stage,3 : 1,Neat
Cowen : Matches,2024-11-01,18:30 UTC,A1S-Tier,FC Pro 25 Open - Global Qualifier: Group Stage,0 : 5,KTzn_91
Cowen : Matches,2024-11-01,17:30 UTC,A1S-Tier,FC Pro 25 Open - Global Qualifier: Group Stage,5 : 4,Dudu27
Cowen : Matches,2024-11-01,16:00 UTC,A1S-Tier,FC Pro 25 Open - Global Qualifier: Group Stage,5 : 4,Joksan
Cowen : Matches,2024-06-14,11:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q1,2 : 6,ManuBachoore
Cowen : Matches,2024-06-14,09:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q1,6 : 0,Anna
Cowen : Matches,2024-06-14,07:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q1,2 : 3,Flippersito
Cowen : Matches,2024-06-10,17:00 UTC,A5D-Tier,Wicked Wednesday - Spring Series - Qual. W3,1 : 5,Jayden
Cowen : Matches,2024-04-29,00:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,7 : 9,CopernicoJr
Cowen : Matches,2024-04-28,22:20 UTC,A3B-Tier,eLPF 2023 - Group Stage,5 : 7,Kiketo
Cowen : Matches,2024-04-20,01:15 UTC,A3B-Tier,eLPF 2023 - Group Stage,10 : 7,SantiAnselmi7
Cowen : Matches,2024-04-16,01:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,9 : 4,Valen
Cowen : Matches,2024-04-06,00:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,9 : 11,JPinola
Cowen : Matches,2024-03-29,23:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,3 : 7,Ezecorrea1802
Cowen : Matches,2024-03-16,20:40 UTC,A1S-Tier,eLibertadores 2024,3 : 4,SebaLuoni
Cowen : Matches,2024-03-16,19:45 UTC,A1S-Tier,eLibertadores 2024,1 : 2,Baldo
Cowen : Matches,2024-03-08,23:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,16 : 5,MateoMartinez
Cowen : Matches,2024-03-01,23:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,3 : 10,Kiketo
Cowen : Matches,2024-02-23,23:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,15 : 8,NicoEspinosa
Cowen : Matches,2024-02-16,23:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,7 : 5,FacuBravo21
Cowen : Matches,2024-02-11,18:00 UTC,A1S-Tier,eLibertadores 2024 - Qualifier,5 : 4,Kiketo
Cowen : Matches,2024-02-11,17:00 UTC,A1S-Tier,eLibertadores 2024 - Qualifier,11 : 7,Klaiver
Cowen : Matches,2024-02-11,16:00 UTC,A1S-Tier,eLibertadores 2024 - Qualifier,12 : 7,MatheusTracz99
Cowen : Matches,2024-02-11,15:00 UTC,A1S-Tier,eLibertadores 2024 - Qualifier,6 : 10,Fonseca
Cowen : Matches,2024-02-11,14:00 UTC,A1S-Tier,eLibertadores 2024 - Qualifier,10 : 1,SantiAnselmi7
Cowen : Matches,2024-01-15,20:10 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,3 : 2,Young
Cowen : Matches,2024-01-15,19:30 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,4 : 0,PHzin
Cowen : Matches,2024-01-15,18:50 UTC,A1S-Tier,FC Pro 24 Open - Group Stage, : ,Happy
Cowen : Matches,2024-01-15,18:10 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,4 : 3,Bonanno
Cowen : Matches,2023-12-04,20:50 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,7 : 1,Bonanno
Cowen : Matches,2023-12-04,19:30 UTC,A1S-Tier,FC Pro 24 Open - Group Stage, : ,PHzin
Cowen : Matches,2023-12-04,18:50 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,1 : 3,Happy
Cowen : Matches,2023-12-04,18:10 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,4 : 6,Young
Cowen : Matches,2023-11-11,22:00 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Playoffs,3 : 1,seanldw
Cowen : Matches,2023-11-11,21:00 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Playoffs,4 : 3,Montaxer
Cowen : Matches,2023-11-10,21:45 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Swiss Stage,8 : 4,dsaanchez
Cowen : Matches,2023-11-10,20:30 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Swiss Stage,3 : 1,JistenNSQ
Cowen : Matches,2023-11-10,19:30 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Swiss Stage,4 : 3,nicolas99fc
Cowen : Matches,2023-11-10,18:00 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Swiss Stage,3 : 1,Dudu27
Cowen : Matches,2023-11-10,17:00 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Swiss Stage,4 : 2,Chris
Cowen : Matches,2023-10-15,21:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: LatAm South,8 : 7,tomgauna
Cowen : Matches,2023-10-15,20:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: LatAm South,10 : 2,Icaro
Cowen : Matches,2023-10-15,19:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: LatAm South,7 : 4,Barreto
Cowen : Matches,2023-10-15,17:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: LatAm South,4 : 7,Rampazzo
Cowen : Matches,2023-10-15,16:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: LatAm South,5 : 3,Crepaldi
Cowen : Matches,2023-05-10,21:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,5 : 1,Joelr_21
Cowen : Matches,2023-05-09,22:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,4 : 5,Giuliano2001
Cowen : Matches,2023-05-03,22:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,1 : 6,SebaLuoni
Cowen : Matches,2023-05-02,23:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,0 : 5,XColo06
Cowen : Matches,2023-04-29,15:00 UTC,A1S-Tier,FIFA 23 Global Series - Latin America South Qualifier #4,2 : 5,Prestjord
Cowen : Matches,2023-04-26,21:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,1 : 3,JuanRP
Cowen : Matches,2023-04-24,22:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,1 : 2,SantiAnselmi7
Cowen : Matches,2023-04-20,00:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,4 : 3,OG97avz
Cowen : Matches,2023-04-18,23:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,3 : 2,Ramiro Valiente
Cowen : Matches,2023-04-12,21:00 UTC,A3B-Tier,eLPF 2023 - Group Stage,3 : 2,Juan Caride
